Entry	Mass	Length	Gene ontology IDs
O94086	18,497	168	
P0C5Q0	5,109	46	
P0CE99	8,195	70	
P0CF00	6,145	54	
P0C5Q1	4,681	40	
Q6B0Y1	16,730	158	GO:0016021
A0A023PYJ0	13,446	108	GO:0016021
Q04215	49,274	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q04223	35,278	302	GO:0008152; GO:0016787
Q8TGS7	3,091	28	GO:0016021
P40211	12,108	102	
Q8TGS6	3,101	29	
A0A023PZL7	13,839	119	
Q03695	35,018	313	
Q04814	15,635	134	
Q04838	11,816	102	GO:0016021
Q04867	35,852	317	GO:0005634; GO:0008168; GO:0032259
P38087	36,555	329	GO:0003735; GO:0005342; GO:0005739; GO:0005743; GO:0006412; GO:0006839; GO:0016021; GO:0055085
P53820	5,951	52	
P53719	23,077	212	
P53748	35,659	327	GO:0016021
P53754	31,219	272	GO:0000151; GO:0000209; GO:0006513; GO:0034450
P53967	12,445	105	
P40009	71,852	630	GO:0000139; GO:0005524; GO:0006486; GO:0006665; GO:0016020; GO:0016021; GO:0017110; GO:0017111
P53929	30,748	270	GO:0016311; GO:0016791
P53912	41,164	376	GO:0004029; GO:0008270; GO:1901426
P53906	11,887	100	GO:0005789; GO:0016021
P40163	22,418	203	GO:0016021
P40159	20,151	199	GO:0005739; GO:0019867
Q08172	20,110	172	
Q08448	51,106	450	GO:0004622; GO:0005811; GO:0016021; GO:0016042; GO:0044255; GO:0055088
Q99345	12,781	113	
Q3E7B9	8,604	74	GO:0016021
Q08240	18,364	163	GO:0016021
Q99210	26,477	232	GO:0005737
P0CX59	49,098	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q08532	13,598	130	
P0C5R0	4,311	36	
Q08321	13,497	113	
O14468	8,617	76	GO:0005737; GO:0005934; GO:0005935; GO:0051017
Q08811	12,868	116	GO:0016021
Q3E769	10,933	90	GO:0005634; GO:0005737
Q12243	12,921	111	
Q12486	24,840	218	GO:0000287; GO:0005634; GO:0005737; GO:0016791
Q04203	9,904	84	GO:0016021
Q12139	130,117	1133	GO:0003677; GO:0005634; GO:0005737; GO:0006351; GO:0008270
Q3E7B4	7,679	63	
Q12492	15,661	139	GO:0016021
Q06813	42,594	372	
O13586	11,948	101	
Q06089	17,731	161	GO:0005741; GO:0016021
Q02961	45,014	396	GO:0016616; GO:0051287
P0CX73	48,953	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
O13566	15,773	144	GO:0016021
O13519	12,929	122	
Q06537	15,778	140	GO:0016021
Q06616	25,411	221	GO:0005635; GO:0005737; GO:0005816; GO:0031965
Q08994	11,766	102	
Q8TGL0	9,136	81	
Q07688	19,169	167	GO:0005634; GO:0005737; GO:0007234; GO:0009927; GO:0016310; GO:0016772; GO:0043424
Q12697	166,750	1472	GO:0000329; GO:0005524; GO:0005887; GO:0006874; GO:0006882; GO:0008270; GO:0019829; GO:0030026; GO:0030145; GO:1903135; GO:1990816
Q06328	35,179	317	GO:0015174; GO:0034488; GO:0071627
Q12346	24,606	211	GO:0005789; GO:0016021
P32329	60,010	569	GO:0001402; GO:0004190; GO:0016485; GO:0030163; GO:0031505; GO:0046658; GO:0071432
P41920	22,953	201	GO:0000082; GO:0005096; GO:0005634; GO:0005737; GO:0006405; GO:0006511; GO:0006606; GO:0007051; GO:0008536
Q06102	24,553	208	GO:0003723; GO:0004521; GO:0005634; GO:0005829; GO:0005847; GO:0006378; GO:0046872; GO:0098789
Q12115	11,371	100	
Q12448	12,919	114	
Q07355	14,094	123	GO:0016021
Q03964	49,445	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q00590	10,972	100	GO:0016021
Q12472	201,965	1770	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
Q3E763	7,667	66	
P87283	13,927	123	
P0C5M0	5,329	45	
P87285	10,628	100	GO:0016021
Q04170	26,274	232	GO:0005634; GO:0005737
Q04597	11,963	100	
P0CX16	24,171	216	
A0A023PZC7	21,595	188	
A0A023PZH1	13,421	118	GO:0016021
P40076	12,941	114	
P39959	50,320	443	GO:0003677; GO:0005634; GO:0046872
P0CX61	49,762	438	GO:0000943; GO:0003723; GO:0005737; GO:0032197
P40365	12,748	116	GO:0016021
P47014	84,466	750	GO:0004621; GO:0005578; GO:0005615; GO:0006507; GO:0016020; GO:0016021
P39541	25,439	233	GO:0016021
P40892	21,480	196	GO:0016407
P47086	30,473	261	
P47092	12,281	110	
Q8TGT2	5,988	49	GO:0016021
P36092	12,448	106	GO:0016021
P35733	14,704	124	
P35725	19,004	167	
P36081	46,036	392	
P36072	11,761	103	
P36042	21,237	193	
Q3E814	6,752	58	GO:0016021
Q07989	12,261	106	
Q99296	82,799	730	
P0CY02	4,707	43	
O13530	14,218	119	GO:0016021
P0C5P7	9,718	76	
A0A023PXG7	12,051	101	GO:0016021
A0A023PZG4	11,596	107	
O13574	13,562	117	
Q05854	151,279	1341	GO:0000981; GO:0003677; GO:0005634; GO:0006351; GO:0008270
O13542	13,303	113	
Q8TGM3	3,523	30	
Q7LIF2	12,689	110	
P0CY01	18,593	160	GO:0016021
P38746	45,715	405	GO:0005524; GO:0005525; GO:0016887
A0A023PXP7	14,545	132	
A0A023PZG9	14,525	121	GO:0016021
Q04471	42,901	368	GO:0008233
Q3E782	5,152	47	
A0A023PZH5	12,852	115	GO:0016021
A0A023PXI0	14,327	129	GO:0016021
Q8TGS4	4,054	35	
Q03823	95,097	816	
Q03231	17,602	154	
Q3E843	5,280	45	
Q04897	11,817	101	
P0C5Q7	8,278	72	
Q8TGJ2	3,367	30	
Q8TGQ9	3,350	29	
Q12112	198,998	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
P0C5Q8	6,021	48	
P53726	13,725	119	GO:0016021
P53736	28,636	256	
Q08465	25,350	219	GO:0006325; GO:0006351; GO:0008270; GO:0016573; GO:0032968; GO:0033100; GO:0035064; GO:1990467
P38806	32,086	282	GO:0005634; GO:0005829; GO:0006281; GO:0008270; GO:0016569; GO:0016573; GO:0032777; GO:0035064; GO:0035267; GO:0051321
P53926	15,042	123	GO:0016021
P53907	84,202	740	
P53888	14,681	131	
Q12351	15,482	137	
Q3E7A5	6,999	60	
Q8TGL3	7,456	69	
P53049	166,728	1477	GO:0005524; GO:0005886; GO:0008559; GO:0016021; GO:0042908
A5Z2X5	7,902	72	GO:0016021
Q02659	20,609	185	
O13520	19,682	182	GO:0016021
P40323	18,046	161	
Q02831	27,469	240	
Q02873	28,570	248	GO:0005739
Q06116	285,904	2489	GO:0016021
O13567	11,585	102	GO:0016021
P0C2J0	198,639	1756	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
Q08953	15,934	137	
Q08964	128,133	1102	GO:0000781; GO:0006338; GO:0006348; GO:0006351; GO:0008623; GO:0016569; GO:0046020
Q12058	11,349	100	
Q06104	32,710	294	GO:0007049; GO:0016021
O13571	12,230	109	GO:0005739
Q12303	54,570	508	GO:0004190; GO:0030163; GO:0031505; GO:0046658
Q06325	64,498	596	GO:0004190; GO:0005789; GO:0006508; GO:0016021; GO:0030163; GO:0031505
P48559	47,116	417	GO:0000001; GO:0000131; GO:0000139; GO:0005525; GO:0005739; GO:0005783; GO:0005789; GO:0005934; GO:0005935; GO:0006888; GO:0007264; GO:0048309; GO:0048313; GO:0051645; GO:0051646
O13559	156,367	1382	GO:0000722; GO:0003676; GO:0003678; GO:0005524; GO:0005634
P0CX22	203,781	1796	GO:0003676; GO:0004386; GO:0005524
P54786	105,496	942	GO:0000183; GO:0005634; GO:0005737; GO:0005934; GO:0005935; GO:0007569; GO:0010971; GO:0030010; GO:0030428; GO:0032880; GO:1990681
P38189	14,415	126	GO:0016021
P38186	11,547	106	GO:0016021
P38178	16,159	141	
P38239	20,596	180	GO:0000209; GO:0005829; GO:0008270; GO:0042787; GO:0043161; GO:0061630
P38252	22,094	199	GO:0016021
P38276	20,454	179	GO:0005737; GO:0006620; GO:0072380
Q2V2Q2	7,798	79	GO:0005886; GO:0031225
Q3E830	8,097	75	GO:0000329; GO:0034448; GO:0038202; GO:0072665
Q96VG5	7,729	65	GO:0004872; GO:0005768; GO:0016020; GO:0016192
Q3E7Z8	10,612	88	GO:0016021
P25383	49,841	438	GO:0000943; GO:0003723; GO:0005737; GO:0032197
P25577	35,652	312	GO:0016020
P25350	18,291	157	
P37265	12,887	110	GO:0007059; GO:0016021
P25629	15,993	148	
P25630	11,717	102	
P25607	21,125	182	GO:0016020
Q12210	12,725	107	GO:0016021
Q12111	12,311	104	GO:0016021
A0A023PZE6	12,316	104	GO:0016021
Q12298	61,191	539	GO:0005524; GO:0005739; GO:0016887
Q07509	19,693	169	GO:0016021
Q07530	34,295	308	GO:0016491
Q99231	198,839	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
P0CX70	48,953	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q3E789	5,589	49	
P0C2I3	198,659	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
Q12121	40,752	372	GO:0005774; GO:0016021
Q07649	20,261	183	
A0A023PZA9	12,904	115	
Q07738	13,494	123	
Q8TGR6	4,661	39	
Q8TGP3	3,449	30	
Q8TGP2	7,439	70	
Q8TGP4	6,690	53	
P0C5M8	3,423	29	
A0A023PXJ7	11,675	106	GO:0016021
P40097	12,458	107	GO:0016021; GO:0031966
A0A023PZG5	11,524	101	
A0A023PYF7	13,972	126	
P0C0V2	11,411	99	
P39953	36,961	335	GO:0003735; GO:0005215; GO:0005743; GO:0006412; GO:0006810; GO:0016021; GO:0035352; GO:0051724
P39992	78,319	682	
P40083	16,603	148	GO:0003676; GO:0008270
P0C5M9	10,051	85	
P38722	31,505	271	
P38829	25,675	231	GO:0005829; GO:0007059; GO:0016226; GO:0044281
P38867	52,048	453	GO:0003677; GO:0005634; GO:0044702; GO:0045944
P38868	18,139	163	GO:0016021
Q02598	11,664	104	
Q03888	27,550	244	
A0A023PZE9	13,443	123	
A0A023PYI5	15,235	133	GO:0016021
A0A023PXN3	14,499	127	
Q45U18	7,598	67	GO:0016021
Q2V2P4	8,165	73	
P0CF21	13,943	127	GO:0003941; GO:0005737; GO:0006094; GO:0006520; GO:0030170
P40556	41,954	373	GO:0003735; GO:0005215; GO:0005477; GO:0005739; GO:0005743; GO:0006412; GO:0006810; GO:0006850; GO:0016021; GO:0035352; GO:0051724
P40543	21,791	189	
P40523	70,733	627	
P40497	71,006	633	GO:0016021
P53093	25,995	235	GO:0000139; GO:0005794; GO:0016021; GO:0017137
P40448	13,989	117	
P40446	12,940	119	GO:0000422; GO:0006807; GO:0016236; GO:0016810
P40445	61,898	542	GO:0005215; GO:0006810; GO:0006820; GO:0016020; GO:0016021; GO:0022857; GO:0055085
P0CL23	5,420	45	
Q3E837	4,551	39	
P0CL41	18,605	160	GO:0016021
P47126	12,597	109	
P47137	32,344	282	GO:0004032; GO:0004033; GO:0019568; GO:0034599; GO:0042843
P47181	38,972	346	GO:0005737; GO:0006629; GO:0016491
P40361	104,264	888	
P46987	69,476	611	
P39532	12,942	115	GO:0016021
P40898	16,822	147	
Q3E826	8,858	78	
P0CE69	34,652	306	GO:0005524; GO:0006810; GO:0016020; GO:0042626
P36140	12,332	101	
P36087	19,828	169	GO:0010181; GO:0016491
P36071	15,193	126	
P34238	12,288	112	
P36015	22,707	200	GO:0000149; GO:0000324; GO:0005484; GO:0005768; GO:0005794; GO:0005886; GO:0006887; GO:0006888; GO:0006891; GO:0006906; GO:0016020; GO:0016021; GO:0016409; GO:0031201; GO:0042144
P36030	13,317	115	
Q02203	58,710	525	GO:0016021
P36109	14,331	125	
P0CF34	121,962	1048	GO:0005088; GO:0005622; GO:0007049; GO:0007265; GO:0016020; GO:0051301
Q07967	29,985	263	
Q07865	14,349	126	GO:0016021
Q07988	24,462	224	GO:0000749; GO:0005576; GO:0006950; GO:0009277; GO:0031225
Q07881	14,843	127	GO:0016021
Q07888	154,988	1374	GO:0004386; GO:0005524
Q12259	55,601	485	GO:0005634
P0CX68	49,129	440	GO:0003723; GO:0005737
Q8TGR1	3,987	33	
P0CX75	48,993	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q3E813	6,045	49	
Q06252	22,151	201	GO:0005737
O13543	13,120	109	GO:0016021; GO:0045333
O94085	20,018	183	GO:0016021
Q06137	58,386	509	GO:0003873; GO:0004331; GO:0005524; GO:0005737; GO:0006000; GO:0006003; GO:0006110
O13576	15,101	127	
Q8TGJ4	4,191	38	
Q04521	12,030	102	
Q03759	12,339	105	
Q03208	40,060	357	
Q03675	14,530	126	
P53957	11,305	106	
P53878	46,503	407	GO:0005789; GO:0016021; GO:0016491; GO:0016726
P53857	47,823	426	GO:0019825; GO:0020037
Q08187	22,429	201	
Q3E824	9,618	90	GO:0000276; GO:0015986; GO:0016021
Q08234	145,072	1294	GO:0000329; GO:0005524; GO:0006810; GO:0008559; GO:0016021; GO:0035690; GO:0042626
Q12496	118,392	1037	GO:0004222; GO:0008270; GO:0016485
Q08241	13,442	117	
P0C272	7,021	63	
Q08543	11,578	101	
Q08620	14,669	132	
Q12439	49,736	438	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q12015	32,935	292	GO:0000328; GO:0005783; GO:0005789; GO:0006897; GO:0015031; GO:0016021; GO:0016485; GO:0044695
Q12501	202,131	1770	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
Q08743	36,195	309	GO:0005774; GO:0016021
Q12261	16,877	157	
Q8TGL1	3,325	26	
Q08844	80,285	703	GO:0016021
Q08910	22,140	206	GO:0005829
Q8TGQ8	8,037	70	
Q08373	12,936	112	GO:0016021
P0C5L5	3,109	24	
Q3E776	13,741	120	GO:0016021
P38306	24,203	217	
P38317	14,787	127	GO:0005789; GO:0005887; GO:0008521; GO:0015295
P38322	15,803	136	
P38142	53,526	488	GO:0000329; GO:0006810; GO:0016020; GO:0016021; GO:0022891; GO:0055085
P38338	80,426	688	
P38209	15,301	133	
P38197	29,123	257	GO:0005622; GO:0030170
P38194	13,850	122	
P38185	11,540	102	GO:0016021
P38183	16,327	143	
P42937	17,249	148	GO:0004725; GO:0004792; GO:0005634; GO:0005737; GO:0016311; GO:0016791
Q05612	11,913	105	GO:0016021
Q05503	11,544	100	GO:0016021
O13523	20,862	187	GO:0016021
P87264	12,180	108	GO:0016021
P87272	14,111	115	GO:0016021
Q04434	18,557	166	
A0A023PZE8	15,507	133	
A0A023PYD7	18,445	172	GO:0016021
Q03904	12,882	111	GO:0016021
P39974	11,960	107	
P40052	23,197	210	
Q04210	19,178	160	GO:0005789; GO:0005887; GO:0006886; GO:0006888; GO:0070973
P0C5N0	7,345	62	GO:0016021
A0A023PXD9	11,665	105	GO:0016021
A0A023PXK7	31,820	284	GO:0016021
Q8TGU2	9,953	87	GO:0016021
Q3E817	7,583	63	
P43578	19,301	164	GO:0016021
P43597	137,698	1233	GO:0005623; GO:0009055; GO:0015035; GO:0045454
P43600	25,721	232	
Q8TGP0	5,343	49	
Q12485	49,034	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q3E772	10,495	92	GO:0005634; GO:0055072
P53263	17,425	149	
P53284	13,248	112	
P32475	13,676	115	
P53302	13,396	121	
P50089	89,241	785	
P53325	16,077	136	GO:0016021
P53336	38,546	341	GO:0005730; GO:0008168; GO:0032259
Q12222	43,206	375	GO:0004674; GO:0005524; GO:0006351; GO:0006355; GO:0006468; GO:0006508; GO:0034605; GO:0071472
P53084	24,153	216	
P53069	11,409	104	GO:0016021
Q04013	34,185	314	GO:0000002; GO:0003677; GO:0003735; GO:0005371; GO:0005739; GO:0005743; GO:0006412; GO:0006842; GO:0006843; GO:0015742; GO:0016021; GO:0042645
P38835	96,099	850	GO:0005737
P38864	12,877	112	
Q8TGN4	10,501	89	
P40521	10,333	94	
P40434	197,512	1758	GO:0004386; GO:0005524
P40570	27,600	242	GO:0016021
P47101	84,290	745	GO:0019320
P47106	13,020	120	GO:0016021
P47114	57,517	497	GO:0005774; GO:0005887; GO:0005937; GO:0015079; GO:0071805
P47132	13,145	116	
P47148	32,208	283	GO:0005777; GO:0051920
P47162	13,497	119	
P47022	25,598	219	GO:0016021
P47020	12,803	107	GO:0016021
Q3E7A7	11,811	99	GO:0005737
P33324	36,073	310	GO:0005634; GO:0031210; GO:0035091
P34249	11,423	101	
P36061	22,674	205	
Q07990	16,950	161	GO:0005576; GO:0009277; GO:0031225
Q99208	155,398	1374	GO:0003676; GO:0004386; GO:0005524
Q12088	198,462	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0015074; GO:0019076; GO:0032197; GO:0046872
Q12077	12,569	108	GO:0016021
Q06235	13,055	118	GO:0016021
Q06247	69,606	608	GO:0016021
Q06251	71,265	628	GO:0000455; GO:0005737; GO:0009982
Q05947	42,754	369	GO:0016567; GO:0019005; GO:0030674; GO:0031146; GO:0071406
P0C2J5	182,564	1598	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0015074; GO:0019076; GO:0032196; GO:0046872
O13573	12,402	101	
O13550	13,718	116	GO:0016021
Q06152	32,004	274	GO:0000776; GO:0003676; GO:0005634; GO:0005737
O13540	14,742	129	GO:0016021
O13544	14,090	120	GO:0016021
Q06170	27,424	240	GO:0016021
Q3E7A6	4,411	36	GO:0005739
Q04461	52,370	462	GO:0000978; GO:0000982; GO:0060963; GO:0072363
Q6Q571	13,395	112	
Q8TGT0	6,247	57	
Q6B108	11,856	100	
P0CX76	48,993	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q04214	198,899	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
Q6B0R2	15,360	128	GO:0016021
Q3E7B5	7,276	62	
Q04336	126,624	1088	GO:0004573; GO:0006487; GO:0009311
Q04018	37,383	355	GO:0016021
Q04835	46,659	414	GO:0016021
Q6B0R7	11,702	102	
Q03730	43,749	393	GO:0005774; GO:0006810; GO:0016021
P32843	96,689	850	GO:0000002; GO:0000166; GO:0003723; GO:0006397; GO:0031305
Q04276	14,090	118	
Q04304	24,882	227	GO:0005737
Q03177	94,254	834	
P0CX09	56,470	502	GO:0019594; GO:0046029; GO:0050662
Q8TGL9	3,053	27	
P53828	11,442	104	
P53827	13,562	115	
Q3E767	5,315	46	
P53747	24,317	219	GO:0000324; GO:0004857; GO:0005774; GO:0016021
P53752	49,655	436	GO:0016020; GO:0016021
P53977	12,537	112	
P53964	31,386	284	GO:0005886; GO:0016021
P53956	19,350	172	GO:0005789; GO:0016021
P0C5M6	7,490	65	
Q3E7B0	4,459	37	GO:0005789; GO:0016021
A0A023PYE9	20,007	183	
Q02590	8,146	73	
P87191	14,098	123	
A0A023PXK2	20,823	192	GO:0016021
Q8TGR3	8,775	71	GO:0016021
P40101	35,911	306	
P40103	27,312	239	
P39994	61,288	560	GO:0000287; GO:0005777; GO:0016831; GO:0030976
P39989	17,360	153	
Q12331	30,634	272	GO:0005773
P43539	11,785	102	
P0CX99	18,593	160	GO:0016021
Q06676	32,011	274	GO:0008654; GO:0019915; GO:0030176; GO:0034389
Q3E816	8,028	71	
P53205	12,409	108	
P53231	13,510	118	
Q3E740	8,690	77	
P53268	15,399	129	GO:0016021
P53282	14,462	124	GO:0016021
P53310	11,551	102	GO:0016021
P53340	8,452	73	
P53190	12,210	111	GO:0016021
P53186	13,573	121	GO:0005524
P53181	12,127	101	GO:0016021
P53156	36,390	320	
P53144	25,297	215	
P53122	40,846	345	
P0CL28	17,367	191	GO:0005198; GO:0006979; GO:0009650; GO:0016021; GO:0071470; GO:0071944
P53100	42,984	379	GO:0004617; GO:0051287
P53087	17,936	161	GO:0016021
P53074	17,262	147	GO:0016021
P53066	20,074	181	
A0A023PXE5	12,357	117	
P38887	68,998	602	GO:0005773; GO:0005829; GO:0009166; GO:0016787
O13533	11,536	98	GO:0016021
P0CL32	7,517	64	GO:0016021
A0A023PZE4	9,601	103	
O13535	202,817	1793	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
Q8TGT4	8,926	77	GO:0016021
P0C5N6	6,741	59	
P38730	17,554	149	
P38690	46,864	423	GO:0003723; GO:0004349; GO:0005524; GO:0005737; GO:0006561
P38775	62,692	560	GO:0016021
P38831	11,885	101	
P38833	27,132	243	GO:0000022; GO:0000166; GO:0005634
P38842	27,146	239	GO:0005789; GO:0016021
P0CI67	21,145	198	GO:0000128
A0A023PYI2	11,940	110	
P0CF22	22,812	210	GO:0003941; GO:0005737; GO:0006094; GO:0009069; GO:0030170
P40440	11,638	109	GO:0005886; GO:0008643; GO:0016021; GO:0022857
Q3E827	10,869	93	GO:0005634; GO:0055072
Q3E743	12,481	109	GO:0016021
Q8TGN1	5,765	49	
P0C5N9	8,426	73	GO:0016021
P47073	11,271	94	
P47072	63,207	561	GO:0005737
P47048	52,849	450	GO:0007034
P36114	81,754	725	GO:0005741; GO:0016021
Q07895	97,618	862	GO:0005615; GO:0005774; GO:0016021; GO:0016236
Q07927	12,079	99	
Q8TGM8	3,540	30	
Q07834	94,597	825	GO:0003723; GO:0005737
Q07880	16,870	148	
Q12110	49,493	428	
Q12026	12,693	108	
Q12177	32,148	298	GO:0003824; GO:0050662
Q08018	15,848	140	
Q3E798	9,985	87	GO:0031307; GO:0045040; GO:0070096
Q12130	15,919	139	
Q12138	15,199	136	
P0CX72	48,953	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
P0C2I5	198,545	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
P0CY04	4,707	43	
P0CE98	13,138	114	
O13579	14,155	124	GO:0016021
Q06051	18,514	157	GO:0016021
Q06070	25,546	228	GO:0005938
O13578	12,346	112	GO:0005739
Q06698	163,045	1435	GO:0003676; GO:0004004; GO:0005524; GO:0005634; GO:0005737; GO:0006396
O13560	10,678	100	GO:0016021
Q06204	48,969	433	GO:0001678; GO:0004340; GO:0005524; GO:0005536; GO:0005829; GO:0006096; GO:0008865; GO:0019158
P0CX17	24,171	216	
Q06493	52,174	454	GO:0005743; GO:0006813; GO:0006875; GO:0015992; GO:0016021; GO:0043022; GO:0051204
Q6B0Y8	13,414	125	
Q3E760	11,259	96	GO:0016021
P0C261	14,368	129	GO:0016021
Q6B0Y7	14,033	121	
Q12744	15,007	133	
Q6B0Z2	11,308	105	GO:0016021
A0A023PZL2	14,510	124	GO:0016021
Q04706	49,122	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
P39523	105,914	943	GO:0061163
Q03434	198,572	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
A0A023PYJ4	12,887	111	
Q04670	198,555	1755	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0015074; GO:0019076; GO:0032197; GO:0046872
Q03236	50,288	431	GO:0016021
Q04019	23,194	206	
P38430	36,032	313	GO:0016888; GO:0046872
Q03263	59,562	540	GO:0005886; GO:0008519; GO:0016021; GO:0035445; GO:0080139
P0C5Q6	8,537	74	
Q04898	11,622	105	GO:0008168
Q03703	38,023	340	
P53952	31,437	270	
P53936	17,117	158	
P53908	15,319	130	GO:0016021
P53891	46,177	406	
P53880	17,611	145	GO:0016021
P53870	63,917	558	
P40166	11,775	100	GO:0005739
Q99248	83,366	730	GO:0000422; GO:0007049
Q3E735	9,779	80	GO:0016021
Q08205	13,253	117	GO:0016021
Q08232	35,762	322	GO:0016021; GO:0043130; GO:0044695
Q08238	15,097	132	GO:0016021
Q99247	125,382	1116	GO:0005737; GO:0043130
Q3E7Y9	7,032	61	
Q08533	10,736	101	GO:0016021
Q08540	18,712	154	
Q08560	16,180	144	GO:0016021
Q12282	26,157	236	GO:0005576; GO:0009277; GO:0031225
Q12225	12,688	109	GO:0016021
Q08681	11,103	100	
Q08734	15,195	132	GO:0016021
Q08748	147,426	1289	GO:0005737
Q12484	12,176	108	
P0C5R2	9,565	82	
Q12204	81,769	715	GO:0004620; GO:0005739; GO:0016042; GO:0032048; GO:0046337; GO:0046872
Q08419	12,358	115	
Q12531	27,775	247	GO:0003676; GO:0046872
Q12079	30,600	277	GO:0016021
Q3E752	7,055	67	GO:0005628; GO:0030435
Q02781	14,903	134	
Q02749	33,098	293	GO:0005634
P0C5R6	6,914	56	
O13585	102,579	888	GO:0005794
Q06839	123,084	1073	GO:0031966; GO:0035091
Q06107	36,750	315	GO:0005789; GO:0016021
P0CX58	49,072	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q8TGK9	5,998	57	
Q08916	11,425	105	
Q6Q5H1	48,965	440	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q8TGK8	10,355	94	
O13575	13,194	123	
Q08930	41,032	360	GO:0004843; GO:0005737; GO:0016807; GO:1990380
Q08995	115,156	1032	GO:0003678; GO:0005524; GO:0032508
P18961	76,664	677	GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0008360; GO:0018105; GO:0035556; GO:0070941; GO:0071555
Q6B0V7	7,227	65	
Q12458	34,755	312	GO:0004032; GO:0004090; GO:0005737; GO:0019568; GO:0034599; GO:0042843
P38555	24,469	223	GO:0000139; GO:0003924; GO:0005525; GO:0005768; GO:0005794; GO:0005802; GO:0005829; GO:0006887; GO:0006914; GO:0007264; GO:0015031; GO:0016192; GO:0034498; GO:0055037
P36019	24,648	220	GO:0003924; GO:0005525; GO:0005770; GO:0005829; GO:0005886; GO:0006623; GO:0006895; GO:0006897; GO:0007264; GO:0030139
P0CD97	7,986	72	GO:0016021
P38627	64,511	578	GO:0003883; GO:0005524; GO:0005829; GO:0006241; GO:0006541; GO:0008654; GO:0019856; GO:0044210; GO:0097268
